crs,terminus
KGM,DID|EVE|GMV|HFD|OXF|PAD|WOF|WOP|WOS|WPH
KGN,AXM|BNP|EXC|EXD|EXM
KGP,GLC|NTN
KGS,BAN|BMO|BSW|DID|MYB|OXF|SBJ
KGT,CDF|CMN|PMD
KGX,ABD|BDI|BDQ|BEV|CBG|DON|EDB|ELY|GLQ|HFN|HGT|HUL|INV|KGX|KLN|LCN|LDS|LET|MBR|NCL|PBO|RYS|SKI|SUN|SVG|WGC|YRK
KID,BHM|BSW|CDF|DDG|KID|LMS|SAV|WOF|WOS|WTE
KIH,BHM|KNN
KIL,INV|WCK
KIN,DEE|EDB|EUS|GLQ|INV|KGX|KIN
KIR,HBL|LVC
KIT,BDW|FRO|NBY|NRC|PAD|PNZ|RDG|WSB
KIV,LCN|LDS|NOT|RET|SHF|WRK
KKB,MSW|NOT|WRK
KKD,HBL|HNX|LVC|OMS
KKH,GLC|NTN
KKM,BPN|BPS|CRE|LDS|LIV|MAN|MIA|PRE|YRK
KKN,EDB|GLC|MTH
KKS,BDT|CLE|DON|GOO|HUL|LIV|SCA|SCU|SHF
KLB,DEB|KLB|PBO|SWB
KLD,MBR|NCL|WTB
KLF,BDQ|LDS|SKI
KLM,AYR|CAR|DMF|GIR|GLC|KMK
KLN,DOW|KGX|KLN
KLS,HUS
KLY,CAT|XSU
KMH,BDM|BLY
KMK,AYR|CAR|DMF|GIR|GLC|KMK|STR
KML,SIT|SSS
KMP,EAD|RAY|SHP
KMS,AFK|CHX|RAM|XVJ
KNA,KNA|LDS|YRK
KND,PUR|TAT
KNE,CBG|COL|HPQ|IPS|PBO
KNF,CTR|MAN|SPT
KNG,EAD|KNG|QRB|RAY|SHP|STW|TWI
KNI,LLE|LLO|SHR|SWA
KNL,EUS|KNT|QPW|SBP|WFH|WJL|WMB|ZEL
KNN,ABD|BHM|BMV|BRI|CDF|EDB|FOK|GCR|GLC|GMV|HFD|KNN|LDS|LIC|LIF|LOB|MAN|NCL|NOT|PGN|PLY|PNZ|RDC|SSD|WOF|WOS
KNO,GOO|KNO|LDS|WKF
KNR,IMW|KWG|SRA|WJH|WJL
KNS,BRR|DMF|GLC|KMK
KNT,EUS|KNT|QPW|WFH|ZEL
KNU,LLE|SHR|SWA
KNW,LMS|NUN
KPA,CHY|ECR|IMW|SFR|SPB|SRA|WFJ|WJH
KPT,ADR|BHC|DMR|HLC|SPR
KRK,CAR|DMF|GLC
KSL,MCV|SOP|WGN|WGW
KSN,DVP|FAV|XVJ
KSW,CAR|LDS
KTH,AFK|BFR|BKJ|DVP|FAV|GLM|ORP|RAM|XVJ
KTL,CLE|SHF
KTN,BDM|BFR|BTN|COR|DBY|EGR|EPH|GLM|GTW|HNH|KTN|LUT|NOT|ORP|RAI|SAC|SHF|STP|SUO|TBD|WHP
KTR,ABD|EDB|INR|INV|MTS
KTW,IMW|KWG|SRA|WJH|WJL
KVD,ANL|GLQ
KVP,CLE|LCN|LDS|NOT|RET|SHF|WRK
KWB,ASN|HOU|OXP|QRB|TWI|WOK|WYB
KWD,CRS|DMR|MTH|WFF
KWG,KWG|SRA|WJH|ZDE|ZHA|ZHS|ZKB|ZTH|ZUM
KWK,KWK|PNR
KWL,BPW|CDF|CMN|FGH|MAN|MFH|PAD|PMD|SHR
KWN,ADN|ADS|ASB|AYR|GLC|LAR
KYK,KYL|UIG
KYL,CAG|INV|KYL|UIG
KYN,BRI|BTH|CDF|FIT|FRO|GCR|PAD|PMH|PMS|SAL|WEY|WMN|WSB|WSM
LAA,OKE|XAZ
LAC,BAL|BOG|BTN|CCH|HAV|HHE|LIT|PMH|PMS|SOU|WRH|WSW|WWO|XSU
LAD,CHX|HYS|LEW|NWX
LAG,NOT|WRK
LAI,FST|LAI|LES|SOC|SRY
LAM,CDF|CMN|PMD
LAN,BIF|CKL|CRE|EDB|EUS|GLC|HAN|HHB|INV|LAN|LDS|LIV|MCM|MIA|MLM|NOT|OXN|PRE|SKI|STG|WDM|XOA
LAP,BNP|EXC|EXM
LAR,GLC|LAR
LAS,CDF|CMN|FGH|LLE|MFH|PAD|PMD|PTA|SWA
LAU,ABD|DEE|DON|EDB|GLQ|HNT|INR|INV|KGX|MTS|PLY|PTH
LAW,BHI|BHM|RGL|WVH
LAY,BPN|MIA
LBK,BHM|CRE|EUS|GLC|HAN|MKC|NMP|STA|WSL|WVH|XFB|XOA
LBO,DBY|LBO|LCN|LEI|NOT|NRW|SHF|SPO|STP
LBR,MCN|PWL
LBT,ABD|ALO|DBL|EDB|EUS|GLQ|INV|STG
LBZ,BHM|BLY|EUS|MKC|NMP|WSL
LCB,LCB
LCC,INV|KYL
LCG,EDB|GLT|LEV|PTH
LCH,LCH|TBT|UIG
LCK,HUD|SHF
LCL,FTW|GLQ|MLG
LCN,CLE|CRE|DON|GMB|KGX|LCN|LDS|MAT|NNG|NOT|PBO|SHF|STP
LCP,BNP|LCP|LLP
LCS,FTW|GLQ|MLG
LDN,MCN|PWL
LDS,ABD|BBN|BDI|BDQ|BHM|BPN|BRI|CAR|CDF|DAR|DEW|DON|EDB|GLC|GOO|HBD|HFX|HGT|HRS|HUD|HUL|ILK|KGX|KNA|KNO|LAN|LCN|LDS|LIV|MAN|MCM|MIA|NCL|NOT|PLY|PNZ|RCC|RCD|RHD|SBY|SCA|SHF|SKI|SLB|XLB|YRK
LDY,ABD|DEE|DON|EDB|GLQ|HNT|KGX|KIN|PLY|PTH
LEA,BDM|BTN|COR|DBY|EGR|GTW|NOT|RAI|SHF|STP|TBD
LEB,BIS|HFE|MRW|SRA
LED,BHM|HFD|PAD|WOS
LEE,BFR|CHX|CST|DFD|GLM|GRV
LEG,LIV|MCV|MIA|NCL|WGN
LEH,BHI|BHM|BMH|COV|EUS|INV|MAN|NMP|RGL|WVH
LEI,BHM|CBG|DBY|GCR|LBO|LCN|LEI|NOT|SHF|SSD|STP
LEL,PNZ|SER|SIV
LEM,BGV|GPO
LEN,AFK|CHX|RAM|XVJ
LEO,BIB|CDF|CMN|CRE|CTR|FGH|HHD|MAN|MFH|PMD
LER,BGV|GPO
LES,FST|LES|SOC|SRY
LET,BTN|CBG|ELY|KGX|KLN|LET|RYS
LEU,ABD|DEE|DON|EDB|GLQ|KGX|LEU|PLY|SAO
LEV,EDB|LEV
LEW,BFR|CHX|CST|DFD|GLM|GRV|HYS|LEW|MDW|NWX|ORP|RAI|RTR|SEV|WHP|XVJ
LEY,BPN|LIV|MAN|MIA|PRE
LFD,BAK|BAL|BDM|EGR|WHP|WSW|XSU
LGB,GLC|GRK|WMS
LGD,GYM|NRW
LGE,BHM|CDF|CLE|CRE|DBY|GCR|LCN|MAT|NOT|SHF|STP
LGF,BFR|CST|DVP|FAV|GLM|RAM|RTR|XVJ
LGG,BSW|DDG|KID|LMS|SAV|SBJ|WOF|WOS|WTE
LGJ,BDM|BFR|BKJ|BTN|FPK|HNH|KTN|LUT|MDE|ORP|PBO|RTR|SAC|SEV|SUO|TBD|WGC|WHP
LGK,BIA|DAR|LGK|LLD|MAN|NCL|SLB|YRK
LGM,DBY|LDS|LIV|MAN|NOT|NRW|SHF|STP
LGN,CRE|LCN|LLD|NOT
LGO,LLE|SHR|SWA
LGS,GLC|NTN
LGW,CAR|LDS
LHA,CNR|DAL|GLQ|OBN
LHD,BAK|BAL|DKG|EAD|GLD|HRH|RAY
LHE,FTW|GLQ|MLG
LHM,MBR|NCL|WTB
LHO,BBN|CLH|MCV
LHS,FST|GRY|SFO|SOC|SRY
LHW,ADN|ADS|ASB|AYR|GLC|LAR
LIC,BHM|BMV|LIC|LIF|LOB
LID,BDM|BLY
LIF,BHM|BMV|LIF|LOB
LIH,RDH|TON
LIN,ABD|DBL|DEE|EDB|EUS|GLQ|INV|KGX|SBR
LIP,FRM|GLD|NEM|PMH|PMS|PTR|SOU
LIS,FRM|GLD|NEM|PMH|PMS|PTR|SOU
LIT,BAL|BOG|BTN|CCH|HHE|LIT|PMS|SOU|WSW|XSU
LIV,BHM|BPN|CLE|CRE|CTR|DON|EUS|GLC|LIV|LLD|MAN|MCO|MCV|MIA|NCL|NOT|NRW|OXN|PRE|SHF|WAC|WGN
LKE,RYP|RYR|SHN
LLA,MCN|PWL
LLB,AYW|BHI|MCN|SHR
LLC,MCN|PWL
LLD,BFF|BHM|CRE|LIV|LLD|LLJ|XOA
LLE,BPW|CDF|CMN|FGH|LLE|LLV|MAN|MFH|PAD|PMD|PTA|SHR|SWA
LLF,CTR|HHD|MIA|WBQ
LLG,LLE|LLV|SHR|SWA
LLH,LLE|LLV|SHR|SWA
LLI,LLE|LLV|SHR|SWA
LLJ,BFF|BHI|BHM|CDF|CRE|CTR|EUS|HHD|LIV|LLD|LLJ|MIA|SHR|WBQ|XOA
LLL,LLE|LLV|SHR|SWA
LLM,LLE|SHR|SWA
LLN,ABA|CDB|CDF|MER|PPD|TRB
LLO,LLE|LLO|SHR|SWA
LLP,BNP|LLP
LLR,BGN|CDF|CMN|EBB|MFH|MST|PMD|SWA
LLS,BGD|BGN|BYI|CDF|CPH|PEN|RHY|YSM
LLT,LLE|SHR|SWA
LLV,LLE|LLV|SHR|SWA
LLW,MCN|PWL
LLY,CDF|TRB
LMR,BDI|HFX|KGX|LDS|RCD
LMS,BAN|BHM|BMH|BMO|BSW|LMS|MAN|MYB|NCL|NUN|RDG|SAV|SBJ|SOU|WOF|YRK
LNB,BGD|BGN|BYI|CDF|PEN|RHY|YSM
LND,DUN|EDB|HYM|NBW
LNG,QRB|RDZ
LNK,GLC|LNK|MTH
LNR,LLE|LLV|SHR|SWA
LNW,LLE|SHR|SWA
LNY,ABX|GMV|MAI|OXF|PAD|PNZ|RDG|SWA
LNZ,ABD|ALO|ARB|DEE|EDB|GLQ|INV|KGX|PTH|SBR|STG
LOB,ABD|BHM|BMV|BRI|CDF|EDB|FOK|GCR|GLC|GMV|HFD|LDS|LIC|LIF|LOB|MAN|NCL|NOT|PGN|PLY|PNZ|RDC|SSD|WOF|WOS
LOC,CRE|EDB|EUS|GLC|INV|LIV|MIA|STG
LOF,CHI|CHN|ELY|ENF|HFE|LST|SSD
LOH,BBN|BPN|CNE|PRE|YRK
LOO,LOO|LSK
LOS,BHM|EDB|EXD|NQY|PAD|PLY|PNZ
LOT,BPN|MIA
LOW,CLE|CRE|GMB|LCN|MAT|NCT|NOT|STP
LPG,BHI|BHM|CDF|CRE|CTR|EUS|HHD|MIA|WBQ
LPR,CAR|LAN|LDS|MCM|RHD|SKI
LPT,BMH|CRE|MAN|SOT|STA
LPW,BAN|BMO|BSW|LMS|MYB|SAV|SBJ|WOF
LPY,HNX|LVC|OMS|SDL
LRB,BTN|EBN|HGS|LWS|NVH|ORE|SEF
LRD,EAD|GLD|RAY
LRG,INV|WCK
LRH,DMR|GRS|LRH|MLN
LSK,BHM|EDB|EXD|LOO|LSK|NQY|PAD|PLY|PNZ
LSM,OBN
LSN,ADR|BHG|EDB|GRS|HLC|MLN
LST,BIS|BTR|CBG|CET|CHI|CHN|CLT|CMB|COL|ELY|ENF|GDP|HFE|HPQ|HWC|IPS|LST|NRW|SMN|SNF|SOV|SSD|WTM
LSW,WKI
LSX,ABX|HAF|HAY|HWV|MAI|PDX|RDG|SNF|WHX
LSY,CHX|HYS|LEW|NWX|TBW
LTG,CTR|MAN|SPT
LTH,CDF|EBB|MST|NWP
LTK,AYS|MYB|PRR
LTL,BBN|BDI|LDS|RCD
LTM,BPS|PRE
LTN,BDM|BFR|BTN|COR|DBY|EPH|GTW|LUT|NOT|ORP|RAI|SHF|STP|SUO|TBD
LTP,DOW|ELY|KGX|KLN
LTR,AYW|CMN
LTS,SER|SIV
LTT,BKQ|CTR|ELP
LTV,CRE|EUS|GLC|LIV|NMP|PRE|RUG
LUB,LUB|XAD
LUD,CDF|CMN|CRE|CTR|FGH|HHD|MAN|MFH|PMD
LUT,BDM|BFR|BTN|COR|DBY|EGR|EPH|GTW|LUT|NOT|ORP|RAI|SHF|STP|SUO|TBD
LUX,NQY|PAR
LVC,HBL|HNX|LVC|OMS|SDL|SOP
LVG,EDB|GLC|XCN
LVJ,BKQ|CTR|ELP|NBN|WKI|XLV
LVL,BKQ|CTR|ELP|NBN|WKI|XLV
LVM,ALD|BUX|CLE|CRE|FGH|HAZ|LIV|MAC|MAN|SHF|SOT
LVN,BAL|BDM|BOG|CCH|GTW|HRH|PBO|PMH|PMS|WSW|XSU
LVS,DGS|LVS
LVT,BGD|BGN|BYI|CDF|CPH|PEN|RHY|YSM
LWH,AVN|BPW|BRI|CDF|CFN|FIT|PMS|SAL|SVB|TAU|WSB|WSM
LWM,BGN|CDF|CMN|MST|PAD|RHY|SWA
LWR,BFF|LLD
LWS,BAK|BAL|BTN|EBN|HGS|HHE|LWS|NVH|ORE|PLG|SEF|WSW|XSU
LWT,BCC|CBG|HPQ|IPS|LWT|NRW
LYC,BNP|CDF|EXD|EXM|PGN
LYD,BHM|CDF|CNM|EDB|GCR|NOT|NWP
LYE,BSW|DDG|KID|LMS|SAV|SBJ|WOF|WOS|WTE
LYM,BNP|CDF|EXD|EXM|PGN
LYP,BCU|LYP|YMH
LYT,BCU|LYP
LZB,CAR|LDS
MAB,PAQ|SHQ
MAC,BHM|BMH|BRI|EUS|MAC|MAN|PGN|RDG|SOT|SOU|SPT
MAG,HNX|LVC|OMS
MAI,ABX|BAN|BDW|BNE|BPW|BRI|CDF|CMN|CNM|DID|EXD|FRO|GMV|HFD|MAI|MLW|NBY|NQY|OXF|PAD|PGN|PLY|PNZ|RDG|SLO|SWA|TAU|WOF|WOS|WPH|WSB|WSM
MAL,CSS|EAD|RAY
MAN,ALD|BHM|BIF|BMH|BPN|BRI|BUX|CDF|CKL|CLE|CLY|CMN|CRE|CTR|DAR|DON|EDB|EUS|FGH|GLC|GLO|HAZ|HDF|HHD|HUL|LAN|LDS|LIV|LLJ|MAC|MAN|MFH|MIA|NCL|NMC|NOT|NRW|OXN|PGN|PMD|RCC|RDG|RSH|SCA|SHF|SHR|SLB|SOT|SOU|WDM|WKK|WML|YRK
MAO,ACT|QRB|RDZ|SNS|WKM
MAR,AFK|CBW|CHX|CST|FAV|GLM|MAR|RAM|RTR|SPX|XVJ
MAS,ASL|CHT|MPT|NCL
MAT,CLE|DBY|LCN|MAT|NOT
MAU,BIF|BPN|CLE|CRE|LIV|MAN|MIA|SCA|WML|YRK
MAX,GLC|NTN
MAY,AYR|GIR|GLC|KMK|STR
MBK,ROM|SAL
MBR,BIA|CAR|DAR|GTA|HEX|KGX|LDS|LGK|LLD|MAN|MBR|MCE|NCL|NNT|RCC|SLB|WTB|YRK
MBT,EXD|EXM|PGN
MCB,BTN|EBN|HGS|LWS|NVH|ORE|SEF
MCE,CAR|HEX|HPL|MBR|MCE|MPT|NCL|NNT|PRU
MCH,BHM|CBG|COL|DBY|IPS|LIV|MAN|NRW|PBO|SHF|SPO|SSD
MCM,HHB|LAN|LDS|MCM
MCN,AYW|BHI|BNG|CFS|DOG|MCN|PWL|SHR
MCO,BIF|BPN|CKL|CLE|CTR|DON|EDB|GLC|HHD|LAN|LIV|LLJ|MAN|MCO|MIA|NCL|NOT|NRW|OXN|SHF|SOP|WAC|WDM|WGN
MCV,BBN|BDI|CLH|HBL|LIV|MCV|RCD|SOP|WGN|WGW
MDB,GLM|MDW|PDW|SOO|SPX|TON
MDE,AFK|BFR|CHX|FKW|GLM|MDE|RAM|XVJ
MDG,BDW|NBY|PAD|PNZ|RDG
MDL,BUX|MAN
MDN,BRI|GCR|WEY|WSB
MDS,BDM|SAC|SUO
MDW,BAL|GLM|MDW|PDW|SOO|SPX|TON
MEC,MCO|MCV|SOP|WGW
MEL,BTN|CBG|KGX|KLN
MEN,EXD|LSK|PAD|PLY|PNZ
MEO,WKI
MEP,BFR|CST|DVP|FAV|GLM|RAM|RTR|XVJ
MER,ABA|CDF|MER
MES,HPQ|IPS|LWT|NRW
MEV,ABA|CDF|MER
MEW,EBB|MST
MEX,AWK|BDT|BHM|CLE|DON|HUL|LDS|LIV|LLD|NCL|RDG|SCA|SHF|YRK
MEY,DMR|GRS|LRH|MLN
MFA,MCN|PWL
MFF,MCN|PWL
MFH,CDF|CMN|MAN|MFH
MFL,GLC|NEI|NTN
MFT,MSW|NOT|WRK
MGM,DON|LCN|PBO
MGN,BHI|BHM|BMH|COV|EUS|INV|MAN|NMP|RGL|WVH
MHM,BAK|BAL|BDM|BTN|HRH|PBO|REI|TBD|WSW
MHR,DBY|NOT|SHF|STP
MHS,AWK|BDT|BNY|CLE|DON|HUD|HUL|LCN|LDS|LIV|NOT|PNS|SCA|SHF|WKK|YRK
MIA,BIF|BPN|CKL|CLE|CRE|CTR|EDB|GLC|HHD|LAN|LIV|LLJ|MAN|MIA|OXN|SCA|SHF|WDM|WML|YRK
MIC,BHM|BMH|BSK|HOV|MAN|NCL|NEM|PMH|POO|SOU|STA|WEY|WOK|XFB
MIF,APN|REG|SGH|SHZ
MIH,MCV|RCD
MIJ,BAK|BAL|BDM|DKG|EPS|HRH|SAC|SUO|XSU
MIK,ABD|BBN|BHM|BPN|BRI|CDF|DAR|EDB|GLC|HFX|HUL|LDS|LIV|MAN|NCL|PLY|PNZ|RCC|SBY|SCA|SLB|YRK
MIL,BDM|BFR|BTN|COR|DBY|EGR|EPH|HNH|LUT|NOT|ORP|RAI|SAC|SHF|STP|SUO|TBD
MIM,BWR|CPG|DID|EVE|GMV|HFD|MIM|OXF|PAD|WOF|WOP|WOS|WPH
MIN,ADN|ADS|ASB|GLC|LAR
MIR,BDI|HBD|HUD|HUL|KGX|LDS|MAN|MIA|NCL|RCC|SCA|WKK|YRK
MIS,CBG|COL|HPQ|HWC|LST|LWT|MNG
MKC,BHM|BPN|CRE|CTR|EDB|EUS|GLC|HAN|HHD|INV|LIV|MAN|MKC|NMP|PRE|STA|STG|WRX|WSL|WVH|XOA
MKM,CNM|SAL|SOU|SWI|WOF|WSB
MKR,CLE|GMB|MAT|NNG|NOT
MKT,CET|CLT|COL|HPQ|HWC|IPS|LST|MKT|NRW|SUY|XFD
MLB,BDM|BLY
MLD,CTR|MAN|SPT
MLF,FRM|GLD|HSL|NEM|PMH|PMS|PTR|SOU|WOK
MLG,ARA|FTW|GLQ|LCB|MLG
MLH,BBN|BPN|CNE|PRE|YRK
MLM,BIF|CKL|LAN|MIA|MLM|PRE|WKG
MLN,ADR|BHG|CUB|EDB|MLN|MTH|SPR
MLS,BWK|XAA
MLT,LDS|MAN|SCA|YRK
MLW,BNE|MAI|MLW
MLY,BDI|DAR|DEW|HBD|HUD|HUL|LDS|LIV|MAN|NCL|RCC|SLB|YRK
MMO,BHM|CBG|DBY|KET|MMO|NOT|NRW|SPO|SSD|STP
MNC,ABD|DEE|EDB|PLY|PTH
MNE,BHM|CBG|COL|DBY|IPS|LIV|MAN|NRW|PBO|SHF|SPO|SSD
MNG,COL|HPQ|HWC|IPS|LST|MNG|NRW|PBO|XFD
MNN,BDQ|ILK|LDS
MNP,COL|GDP|HAF|HWV|LST|PDX|SNF|SOV
MNR,WKI
MNS,HNX|LVC|OMS
MOB,CTR|MAN|SPT
MOG,FPK|GDH|HFN|LET|MOG|SVG|WGC
MON,ABD|ARB|DEE|GLQ|INV|PTH
MOO,ARD|DIN|IGD|INV|KYL|TAI|WCK
MOR,BSK|RDG
MOS,BPS|PRE
MOT,CSS|DKG|EAD|GLD|RAY
MOV,BHM|KNN
MPK,GLC|PCN
MPL,CLY|MAN|NMC|SHF
MPT,ABD|BHM|BRI|CDF|CHT|DON|EDB|GLC|GLQ|INV|KGX|MPT|NCL|PLY|PNZ
MRB,CDF|CMN|PMD
MRD,AXM|BNP|EXC|EXD|EXM|PGN
MRF,BKQ|CTR|ELP|NBN|WKI|XLV
MRN,AFK|CBW|CHX|CST|DVP|RAM|TON
MRP,ABD|BHM|BRI|CDF|EDB|GLC|LDS|MIA|NCL|PLY|PNZ|SHF|YRK
MRR,FTW|GLQ|MLG
MRS,AYS|MYB|PRR
MRT,WKI
MRW,BIS|HFE|LST|MRW|SRA
MRY,CAR|SEL|WTH
MSD,HBL|MCV|SOP|WGN|WGW
MSH,BHM|CRE|LIV|MAN|MCO|WAC
MSK,BIA|DAR|NCL|SLB
MSL,HUD|HUL|MAN|MIA|NCL|RCC|SCA|WKK|YRK
MSN,DAR|HUD|HUL|LIV|MAN|MIA|NCL|RCC|SCA|SHF|SLB|WKK|YRK
MSO,MCV|RCD
MSR,AFK|CBW|CHX|FAV|GLM|MAR|RAM|SPX|TON|XVJ
MSS,MCV|SOP|WGN|WGW
MST,EBB|MST
MSW,MSW|NOT|WRK
MTA,ABA|CDF|MER
MTB,CLE|DBY|LCN|MAT|NOT
MTC,BAK|BAL|BDM|DKG|EPS|HRH|SAC|SUO|XSU
MTG,BFR|CHX|CST|DFD|GRV
MTH,CRE|CRS|CUB|DMR|EDB|EUS|GLC|HNW|LIV|LNK|MIA|MLN|MTH|PLY|STG
MTL,ASN|EAD|HOU|KNG|QRB|SHP|STW
MTM,AFK|CHX|FAV|RAM|SPX
MTN,BMH|NEM|SOU|WEY|WOK
MTO,GTA|MBR|NCL|NNT|WTB
MTP,AVN|BRI|CFN|SAL|SVB|WSM
MTS,ABD|DEE|DON|EDB|GLQ|HNT|INR|INV|KGX|MTS|PLY|PTH
MTV,CRS|DMR|MTH|WFF
MUB,DUN|EDB|HYM|NBW
MUI,GLC|NEI
MUK,MLG
MVL,BHM|BRI|GMV|HFD|PAD|WOS
MYB,AVP|AYS|BAN|BCS|BMO|BSW|GER|HWY|MYB|OXF|PRR|SBJ|WCX|WRU
MYH,ANL|EDB|GLQ|OBN|SBR
MYL,BTR|CET|CLT|COL|GDP|HAF|HPQ|HWC|HWV|IPS|LST|NRW|PDX|SMN|SNF|SOV|WTM
MYT,BDI|HBD|LDS|RCD|YRK
MZH,CST|DFD|GLM|KTN|LUT|RAI|WHP|XKE
NAN,BHI|BIB|CDF|CMN|CRE|CTR|FGH|MAN|MFH|PMD|SHR
NAR,CDF|CMN|PMD
NAY,BIA|SHD|SLB
NBA,ABD|BTN|CBG|EDB|HRH|KGX|KLN|LDS|LET|MOG|NCL|PBO|RYS|SEV|WGC
NBC,CHX|HYS|LEW|NWX|TBW
NBE,CDF|EBB|MST|NWP
NBN,NBN
NBR,BHM|CBG|GCR|LEI|SSD
NBT,EAD|QRB|RAY|SHP|STW|TWI
NBW,EDB|HYM|NBW
NBY,BDW|EXD|FRO|NBY|NQY|NRC|PAD|PGN|PLY|PNZ|RDG|WSB
NCE,BAU|CLE|LIV|MAT|NNG|NOT
NCK,CAR|DMF|GLC
NCL,ABD|ASL|BHM|BRI|CAR|CDF|CHT|DAR|DON|EDB|GLC|GLQ|GTA|HEX|HPL|INV|KGX|LIV|MAN|MBR|MCE|MPT|NCL|NNT|PLY|PNZ|PRU|RDG|WTB|YRK
NCM,GTW|RDG|RDH|RDZ|SFR
NCO,BNP|CDF|EXD|EXM|PGN
NCT,CLE|CRE|GMB|LCN|MAT|NCT|NOT|STP
NCZ,APN|CIC|REG|SGH|SHZ|SUN
NDL,BIK|ECR|NWD|SRS|SUO|XSU
NEG,EDB|TWB
NEH,BFR|CHX|CST|DFD|GLM|GRV
NEI,GLC|NEI
NEL,CNE|PRE
NEM,AHT|AON|BMH|BRS|BSK|BTH|EAD|EXD|FRM|GIL|GLD|HMC|HOV|HSL|NEM|PMH|PMS|POO|PTR|QRB|RAY|SAL|SHP|SOU|STW|TWI|WEY|WOK|WSB|YVJ|YVP
NES,BID|WRX|WXC
NET,BSN|LIV|NOT|PBO|SKG
NEW,EDB|TWB
NFA,LST|SMN|WIC
NFD,BHM|BMV|CDF|EDB|FOK|LIC|LIF|LOB|RDC
NFL,CHX|CST|DFD|GLM|GRV|KTN|LUT|RAI|RTR|WHP
NFN,BDT|HUL|SCA|SHF|YRK
NGT,CBW|CST|DVP|FAV|FKW|GLM|MAR|RAM|RTR|SPX|SSS|XVJ
NHD,BFR|CBW|DFD|DVP|FKW|FPK|GLM|GRV|KTN|LUT|MDE|MDW|ORP|RTR|SEV|WGC|WHP|XVJ
NHE,GLM|MDW|PDW|SOO|TON
NHL,BAU|CLE
NIT,BRR|DMF|GLC|KMK
NLN,MCO|MCV|SOP
NLR,BFF|LLD
NLS,AVN|BPW|BRI|CDF|CFN|EXD|EXM|NQY|PAD|PLY|PNZ|SVB|TAU|WSM
NLT,AYS|BMO|BSW|GER|HWY|MYB|OXF|WRU
NLW,CTR|HHD|LIV|LLJ|MAN|MCV|MIA|NCL|WGN
NMC,CLY|LIV|MAN|NMC|NOT|SHF
NMK,CBG|HPQ|IPS
NMN,BUX|MAN
NMP,BHM|CRE|EUS|GLC|HAN|MKC|NMP|STA|WSL|WVH|XFB|XOA
NMT,BSE|CBG|HPQ|IPS|PBO
NNG,ABD|BDI|BDQ|BEV|DON|EDB|GLQ|HGT|HUL|INV|KGX|LCN|LDS|MBR|NCL|NNG|NOT|PBO|SKI|SUN|YRK
NNP,ABA|CDF|CMN|MER|MFH|SWA
NNT,CAR|GTA|MBR|NCL|NNT|WTB
NOA,AYR|GIR|GLC|KMK|STR
NOD,CFC|SGE|WRM
NOP,ASL|NCL
NOR,LDS|MAN|NOT|SHF|WKK|YRK
NOT,BHM|BMH|BSN|CDF|CLE|CRE|DBY|GCR|GMB|GRA|LCN|LDS|LEI|LIV|MAN|MAT|MSW|NCT|NOT|NRW|PBO|SHF|SKG|STP|WRK
NPD,BBN|BPN|HFX|HUL|LDS|RCD|YRK
NQU,ABD|COW|EDB|GLT|LEV|PTH
NQY,NQY|PAD|PAR
NRB,BAK|BAL|BTN|ECR|EGR|EPD|GTW|ORE|PMH|REI|SRS|SUO|TBD|WFJ|WRH|WSW|XSU
NRC,BDW|NBY|NRC|PAD|PNZ|RDG
NRD,BIA|SHD|SLB
NRN,ABD|EDB|ELG|INV|KYL
NRT,BIF|CKL|LAN|PRE
NRW,BCC|CBG|DBY|ELY|GYM|IPS|LIV|LST|LWT|MAN|NRW|SHF|SHM|SSD
NSB,AFK|BAL|BTN|HGS|HHE|ORE
NSD,MSW|NOT|WRK
NSG,ABD|BTN|CBG|EDB|HRH|KGX|KLN|LDS|MOG|NCL|PBO|SEV|WGC
NSH,ASN|EAD|HOU|KNG|QRB|SHP|STW
NTA,ABD|BHM|BRI|CDF|EDB|EXD|EXM|GCR|GLC|LDS|MAN|NCL|NQY|PAD|PGN|PLY|PNZ
NTC,BNP|EXC|EXD|OKE|PGN
NTH,BEO|BPW|CDF|CMN|FGH|LLE|MAN|MFH|NTH|PAD|PMD|PTA|SWA|YST
NTL,BTN|HRH|NEM|PMH|PMS|SOU|WOK
NTN,CUB|DMR|GLC|GRS|LRH|MLN|MTH|NTN
NTR,ABD|BHM|BRI|CDF|DAR|DON|EDB|GLC|GLQ|INV|KGX|LDS|LIV|LLD|MAN|MBR|NCL|PLY|PNZ|RCC|RDG|SHD|SLB|SUN|YRK
NUF,RDH|TON
NUM,BIS|HFE|LST|MRW|SRA
NUN,BHM|BPN|CBG|CRE|CTR|EUS|GCR|GLC|HAN|HHD|LEI|LIV|LMS|MAN|NMP|NOT|NUN|PRE|RUG|SSD|STA|STG|WRX|XFB|XOA
NUR,PAQ|SHQ
NUT,BTN|HRH|LIT|PMH|PMS|SOU|WSW
NVH,BTN|LWS|NVH|SEF
NVN,BTN|LWS|NVH|SEF
NVR,CTR|MAN|SPT
NWA,NRW|SHM
NWB,EUS|KNT|QPW|WFH|ZEL
NWD,BAK|BDM|BOG|BTN|CAT|CBG|DLJ|EBN|ECR|EGR|EPS|GTW|HRH|LIT|LUT|NWD|OXT|PBO|SUO|TBD|UCK|WCY|WHP|XHZ|XSU
NWE,BIS|CBG|CMB|ELY|LST
NWH,ASL|NCL
