pattern_a,pattern_b,origin,destination_a,destination_b,shared_prefix,divergence_station,branch_a,branch_b,overlap
SP000212,SP003114,EUS,TRI,LIV,5,WFJ,HML,XOE,0.556
SP000212,SP003191,EUS,TRI,BPN,5,WFJ,HML,XOE,0.556
SP000212,SP003207,EUS,TRI,LIV,5,WFJ,HML,XOE,0.556
SP000212,SP003300,EUS,TRI,WRX,5,WFJ,HML,XOE,0.556
SP000212,SP003360,EUS,TRI,EDB,5,WFJ,HML,XOE,0.556
SP000212,SP003475,EUS,TRI,WVH,5,WFJ,HML,XOE,0.556
SP000212,SP003568,EUS,TRI,WVH,5,WFJ,HML,XOE,0.556
SP000212,SP003958,EUS,TRI,INV,5,WFJ,HML,XOE,0.556
SP000212,SP004012,EUS,TRI,GLC,5,WFJ,HML,XOE,0.556
SP000212,SP004017,EUS,TRI,PRE,5,WFJ,HML,XOE,0.556
SP000212,SP004025,EUS,TRI,PRE,5,WFJ,HML,XOE,0.556
SP000212,SP004034,EUS,TRI,CRE,5,WFJ,HML,XOE,0.556
SP000212,SP004036,EUS,TRI,GLC,5,WFJ,HML,XOE,0.556
SP000212,SP004111,EUS,TRI,GLC,5,WFJ,HML,XOE,0.556
SP000212,SP004131,EUS,TRI,BHM,5,WFJ,HML,KGL,0.556
SP000212,SP004188,EUS,TRI,CRE,5,WFJ,HML,XOE,0.556
SP000212,SP004207,EUS,TRI,CRE,5,WFJ,HML,XOE,0.556
SP000212,SP004232,EUS,TRI,INV,5,WFJ,HML,XOE,0.556
SP000212,SP004384,EUS,TRI,WVH,5,WFJ,HML,XOE,0.556
SP000212,SP004399,EUS,TRI,GLC,5,WFJ,HML,XOE,0.556
SP000212,SP004433,EUS,TRI,NMP,5,WFJ,HML,XOE,0.556
SP000212,SP004516,EUS,TRI,GLC,5,WFJ,HML,XOE,0.556
SP000212,SP004529,EUS,TRI,BHM,5,WFJ,HML,KGL,0.556
SP000213,SP000241,MIA,BIF,WDM,14,XOA,CNF,OXN,0.737
SP000213,SP000249,MIA,BIF,WDM,6,DGT,SLD,ECC,0.353
SP000213,SP000251,MIA,BIF,CKL,6,DGT,SLD,ECC,0.25
SP000213,SP001670,MIA,BIF,WDM,9,XLK,CRL,HWI,0.45
SP000215,SP000704,SRA,BIS,BIS,5,TOM,BMD,NUM,0.417
SP000215,SP000708,SRA,BIS,BIS,10,HWN,SAW,HWM,0.833
SP000215,SP003777,SRA,BIS,BIS,5,TOM,BMD,MRW,0.417
SP000215,SP003778,SRA,BIS,BIS,5,TOM,BMD,MRW,0.417
SP000215,SP003785,SRA,BIS,BIS,5,TOM,BMD,NUM,0.417
SP000215,SP003787,SRA,BIS,BIS,5,TOM,BMD,MRW,0.417
SP000215,SP003791,SRA,BIS,BIS,5,TOM,BMD,NUM,0.417
SP000215,SP004095,SRA,BIS,HFE,5,TOM,BMD,NUM,0.417
SP000215,SP004425,SRA,BIS,HFE,5,TOM,BMD,NUM,0.417
SP000215,SP004428,SRA,BIS,HFE,5,TOM,BMD,NUM,0.417
SP000215,SP004439,SRA,BIS,BIS,5,TOM,BMD,NUM,0.417
SP000215,SP004442,SRA,BIS,BIS,5,TOM,BMD,NUM,0.417
SP000216,SP004140,GLQ,STG,ALO,6,STG,,ALO,1.0
SP000216,SP004293,GLQ,STG,ABD,6,STG,,DBL,1.0
SP000222,SP002077,SSD,LST,LST,6,CHN,BMD,XSG,0.545
SP000222,SP003685,SSD,LST,TOM,8,TOM,XMI,,1.0
SP000222,SP003747,SSD,LST,LST,10,HAC,BET,LOF,0.833
SP000224,SP002685,GLC,NTN,GLC,5,MFL,KGP,CCT,0.5
SP000226,SP000555,BMO,MYB,LMS,5,DDG,HTN,LPW,0.556
SP000226,SP000609,BMO,MYB,LMS,5,DDG,HTN,LPW,0.5
SP000226,SP002430,BMO,MYB,MYB,5,DDG,HTN,LPW,0.2
SP000227,SP000248,MYB,OXF,HWY,5,WRU,GER,DNM,0.5
SP000227,SP000298,MYB,OXF,PRR,5,WRU,GER,DNM,0.5
SP000227,SP000305,MYB,OXF,GER,5,WRU,GER,DNM,0.714
SP000227,SP000313,MYB,OXF,OXF,5,WRU,GER,DNM,0.312
SP000227,SP000328,MYB,OXF,BMO,6,GER,SRG,HWY,0.375
SP000227,SP000552,MYB,OXF,BSW,6,GER,SRG,HWY,0.375
SP000227,SP001643,MYB,OXF,HWY,5,WRU,GER,DNM,0.455
SP000227,SP002429,MYB,OXF,AYS,5,WRU,GER,DNM,0.333
SP000227,SP002777,MYB,OXF,OXF,7,SRG,HWY,BCF,0.438
SP000227,SP002783,MYB,OXF,OXF,6,GER,SRG,BCF,0.375
SP000227,SP003198,MYB,OXF,BAN,6,GER,SRG,BCF,0.375
SP000227,SP003867,MYB,OXF,OXF,6,GER,SRG,HWY,0.375
SP000227,SP004114,MYB,OXF,BCS,5,WRU,GER,DNM,0.312
SP000227,SP004157,MYB,OXF,BMO,6,GER,SRG,HWY,0.375
SP000227,SP004185,MYB,OXF,BAN,5,WRU,GER,DNM,0.333
SP000227,SP004191,MYB,OXF,SBJ,6,GER,SRG,HWY,0.375
SP000227,SP004257,MYB,OXF,BMO,6,GER,SRG,BCF,0.375
SP000227,SP004445,MYB,OXF,BAN,6,GER,SRG,BCF,0.375
SP000227,SP004479,MYB,OXF,PRR,6,GER,SRG,HWY,0.667
SP000227,SP004626,MYB,OXF,OXF,5,WRU,GER,DNM,0.312
SP000227,SP004639,MYB,OXF,BAN,5,WRU,GER,DNM,0.312
SP000227,SP004641,MYB,OXF,BSW,6,GER,SRG,BCF,0.375
SP000231,SP000312,NOT,NRW,LEI,7,LBO,MMO,BWS,0.636
SP000231,SP002465,NOT,NRW,STP,7,LBO,MMO,LEI,0.304
SP000234,SP002642,SHF,LDS,BNY,6,BNY,DRT,,1.0
SP000234,SP003839,SHF,LDS,PNS,6,BNY,DRT,DOD,0.667
SP000234,SP003966,SHF,LDS,WKK,8,WKK,NOR,,1.0
SP000234,SP004470,SHF,LDS,LDS,9,NOR,CFD,WDS,0.75
SP000235,SP000240,MYB,HWY,BSW,6,WRU,DNM,GER,0.545
SP000235,SP000297,MYB,HWY,HWY,7,DNM,DGC,GER,0.7
SP000235,SP000311,MYB,HWY,AYS,7,DNM,DGC,GER,0.636
SP000235,SP001640,MYB,HWY,GER,6,WRU,DNM,GER,0.857
SP000235,SP002792,MYB,HWY,HWY,7,DNM,DGC,GER,0.636
SP000235,SP003190,MYB,HWY,AYS,7,DNM,DGC,GER,0.636
SP000235,SP003410,MYB,HWY,OXF,7,DNM,DGC,GER,0.636
SP000235,SP004159,MYB,HWY,AYS,9,GER,BCF,SRG,0.818
SP000235,SP004182,MYB,HWY,AYS,7,DNM,DGC,GER,0.636
SP000235,SP004233,MYB,HWY,WRU,6,WRU,DNM,,1.0
SP000235,SP004563,MYB,HWY,OXF,7,DNM,DGC,GER,0.636
SP000235,SP004635,MYB,HWY,BMO,6,WRU,DNM,GER,0.545
SP000235,SP004637,MYB,HWY,AYS,7,DNM,DGC,GER,0.636
SP000237,SP000255,BNG,AYW,DOG,5,DOG,MCN,,1.0
SP000239,SP004504,EDB,DBL,ABD,10,STG,BEA,DBL,0.833
SP000240,SP000297,MYB,BSW,HWY,6,WRU,GER,DNM,0.6
SP000240,SP000311,MYB,BSW,AYS,6,WRU,GER,DNM,0.429
SP000240,SP001640,MYB,BSW,GER,7,GER,HWY,,1.0
SP000240,SP002792,MYB,BSW,HWY,6,WRU,GER,DNM,0.545
SP000240,SP003190,MYB,BSW,AYS,6,WRU,GER,DNM,0.375
SP000240,SP003410,MYB,BSW,OXF,6,WRU,GER,DNM,0.316
SP000240,SP004159,MYB,BSW,AYS,6,WRU,GER,DNM,0.353
SP000240,SP004182,MYB,BSW,AYS,6,WRU,GER,DNM,0.429
SP000240,SP004233,MYB,BSW,WRU,6,WRU,GER,,1.0
SP000240,SP004563,MYB,BSW,OXF,6,WRU,GER,DNM,0.353
SP000240,SP004635,MYB,BSW,BMO,25,BMO,BSW,,1.0
SP000240,SP004637,MYB,BSW,AYS,6,WRU,GER,DNM,0.4
SP000241,SP000249,MIA,WDM,WDM,6,DGT,SLD,ECC,0.353
SP000241,SP000251,MIA,WDM,CKL,6,DGT,SLD,ECC,0.316
SP000241,SP001670,MIA,WDM,WDM,9,XLK,CRL,HWI,0.474
SP000242,SP004247,LAR,GLC,GLC,10,LHW,HOZ,JHN,0.769
SP000245,SP002688,GLC,LAR,LAR,6,LHW,GLG,DLY,0.429
SP000245,SP002989,GLC,LAR,ADS,12,ASB,WKB,ADN,0.857
SP000245,SP003270,GLC,LAR,ASB,12,ASB,WKB,,1.0
SP000245,SP004447,GLC,LAR,ADN,12,ASB,WKB,ADN,0.923
SP000248,SP000298,MYB,HWY,PRR,6,DNM,DGC,GER,0.6
SP000248,SP000305,MYB,HWY,GER,6,DNM,DGC,GER,0.857
SP000248,SP000313,MYB,HWY,OXF,6,DNM,DGC,GER,0.6
SP000248,SP000328,MYB,HWY,BMO,5,WRU,DNM,GER,0.5
SP000248,SP000552,MYB,HWY,BSW,5,WRU,DNM,GER,0.5
SP000248,SP001643,MYB,HWY,HWY,8,GER,BCF,SRG,0.8
SP000248,SP002429,MYB,HWY,AYS,8,GER,BCF,SRG,0.8
SP000248,SP002777,MYB,HWY,OXF,5,WRU,DNM,GER,0.5
SP000248,SP002783,MYB,HWY,OXF,5,WRU,DNM,GER,0.5
SP000248,SP003198,MYB,HWY,BAN,5,WRU,DNM,GER,0.5
SP000248,SP003867,MYB,HWY,OXF,5,WRU,DNM,GER,0.5
SP000248,SP004114,MYB,HWY,BCS,8,GER,BCF,SRG,0.8
SP000248,SP004157,MYB,HWY,BMO,5,WRU,DNM,GER,0.5
SP000248,SP004185,MYB,HWY,BAN,6,DNM,DGC,GER,0.6
SP000248,SP004191,MYB,HWY,SBJ,5,WRU,DNM,GER,0.5
SP000248,SP004257,MYB,HWY,BMO,5,WRU,DNM,GER,0.5
SP000248,SP004445,MYB,HWY,BAN,5,WRU,DNM,GER,0.5
SP000248,SP004479,MYB,HWY,PRR,5,WRU,DNM,GER,0.556
SP000248,SP004626,MYB,HWY,OXF,6,DNM,DGC,GER,0.6
SP000248,SP004639,MYB,HWY,BAN,6,DNM,DGC,GER,0.6
SP000248,SP004641,MYB,HWY,BSW,5,WRU,DNM,GER,0.5
SP000249,SP000251,MIA,WDM,CKL,12,XOA,OXN,CNF,0.706
SP000249,SP001670,MIA,WDM,WDM,6,DGT,ECC,SLD,0.353
SP000251,SP001670,MIA,CKL,WDM,6,DGT,ECC,SLD,0.3
SP000260,SP000904,IMW,SRA,WJH,6,WJH,XKG,,1.0
SP000260,SP001827,IMW,SRA,WFJ,5,XMB,WJH,XWI,0.5
SP000262,SP000502,EDB,BHG,HLC,6,BHG,,DRU,1.0
SP000262,SP000559,EDB,BHG,HLC,6,BHG,,ARM,1.0
SP000262,SP001993,EDB,BHG,HLC,6,BHG,,ARM,1.0
SP000262,SP003776,EDB,BHG,HLC,6,BHG,,DRU,1.0
SP000262,SP003779,EDB,BHG,HLC,6,BHG,,ARM,1.0
SP000262,SP003792,EDB,BHG,HLC,6,BHG,,ARM,1.0
SP000262,SP003796,EDB,BHG,GRS,6,BHG,,ARM,1.0
SP000262,SP003893,EDB,BHG,MLN,6,BHG,,ARM,1.0
SP000262,SP003897,EDB,BHG,GRS,6,BHG,,ARM,1.0
SP000262,SP003902,EDB,BHG,MLN,6,BHG,,ARM,1.0
SP000262,SP004316,EDB,BHG,ADR,6,BHG,,ARM,1.0
SP000263,SP004436,NBW,EDB,HYM,7,EDB,,HYM,1.0
SP000264,SP003653,EDB,NBW,DUN,6,DRM,NBW,ELT,0.857
SP000266,SP000392,EUS,WVH,LIV,13,RUG,COV,NUN,0.542
SP000266,SP000398,EUS,WVH,MAN,13,RUG,COV,NUN,0.542
SP000266,SP000401,EUS,WVH,BHM,19,BHM,XOS,,1.0
SP000266,SP000533,EUS,WVH,BHM,8,XOD,BLY,LBZ,0.333
SP000266,SP000868,EUS,WVH,LIV,13,RUG,COV,NUN,0.542
SP000266,SP000882,EUS,WVH,WVH,21,XGJ,SAD,DDP,0.913
SP000266,SP000885,EUS,WVH,CRE,20,XOS,XGJ,XRA,0.833
SP000266,SP000892,EUS,WVH,GLC,24,WVH,,XBJ,1.0
SP000266,SP001313,EUS,WVH,HHD,13,RUG,COV,NUN,0.542
SP000266,SP001327,EUS,WVH,TRI,5,WFJ,XOE,APS,0.5
SP000266,SP001329,EUS,WVH,TRI,5,WFJ,XOE,KGL,0.5
SP000266,SP001343,EUS,WVH,NMP,11,XHN,XWZ,NMP,0.917
SP000266,SP001346,EUS,WVH,CRE,13,RUG,COV,NUN,0.565
SP000266,SP001451,EUS,WVH,BLY,5,WFJ,XOE,HML,0.417
SP000266,SP001454,EUS,WVH,BLY,5,WFJ,XOE,APS,0.385
SP000266,SP001807,EUS,WVH,GLC,13,RUG,COV,NUN,0.542
SP000266,SP002179,EUS,WVH,GLC,10,MKC,XHN,WOL,0.417
SP000266,SP002202,EUS,WVH,WSL,8,XOD,BLY,LBZ,0.333
SP000266,SP002261,EUS,WVH,NMP,5,WFJ,XOE,KGL,0.294
SP000266,SP002647,EUS,WVH,MKC,5,WFJ,XOE,KGL,0.333
SP000266,SP002655,EUS,WVH,SAA,5,WFJ,XOE,WFN,0.455
SP000266,SP002872,EUS,WVH,CTR,13,RUG,COV,NUN,0.65
SP000266,SP003031,EUS,WVH,MAN,13,RUG,COV,NUN,0.542
SP000266,SP003036,EUS,WVH,BHM,8,XOD,BLY,LBZ,0.333
SP000266,SP003114,EUS,WVH,LIV,21,XGJ,SAD,DDP,0.875
SP000266,SP003191,EUS,WVH,BPN,13,RUG,COV,NUN,0.542
SP000266,SP003207,EUS,WVH,LIV,13,RUG,COV,NUN,0.542
SP000266,SP003300,EUS,WVH,WRX,13,RUG,COV,NUN,0.619
SP000266,SP003360,EUS,WVH,EDB,24,WVH,,XBJ,1.0
SP000266,SP003475,EUS,WVH,WVH,11,XHN,XWZ,NMP,0.458
SP000266,SP003568,EUS,WVH,WVH,10,MKC,XHN,WOL,0.417
SP000266,SP003958,EUS,WVH,INV,17,SCF,XOZ,AST,0.708
SP000266,SP004012,EUS,WVH,GLC,11,XHN,XWZ,NMP,0.458
SP000266,SP004017,EUS,WVH,PRE,13,RUG,COV,NUN,0.542
SP000266,SP004025,EUS,WVH,PRE,13,RUG,COV,NUN,0.542
SP000266,SP004034,EUS,WVH,CRE,24,WVH,,XBJ,1.0
SP000266,SP004036,EUS,WVH,GLC,10,MKC,XHN,WOL,0.417
SP000266,SP004111,EUS,WVH,GLC,10,MKC,XHN,WOL,0.417
SP000266,SP004131,EUS,WVH,BHM,5,WFJ,XOE,KGL,0.208
SP000266,SP004188,EUS,WVH,CRE,13,RUG,COV,NUN,0.619
SP000266,SP004207,EUS,WVH,CRE,24,WVH,,XBJ,1.0
SP000266,SP004232,EUS,WVH,INV,10,MKC,XHN,WOL,0.417
SP000266,SP004384,EUS,WVH,WVH,20,XOS,XGJ,XRA,0.833
SP000266,SP004399,EUS,WVH,GLC,13,RUG,COV,NUN,0.542
SP000266,SP004433,EUS,WVH,NMP,8,XOD,BLY,LBZ,0.571
SP000266,SP004516,EUS,WVH,GLC,13,RUG,COV,NUN,0.542
SP000266,SP004529,EUS,WVH,BHM,5,WFJ,XOE,KGL,0.208
SP000267,SP000268,EDB,GLC,GLC,10,ADW,FLD,BRC,0.476
SP000267,SP001952,EDB,GLC,GLC,7,KKN,LVG,CRS,0.538
SP000267,SP002087,EDB,GLC,MTH,7,KKN,LVG,CRS,0.583
SP000267,SP004448,EDB,GLC,GLC,10,ADW,FLD,BRC,0.476
SP000268,SP001952,EDB,GLC,GLC,7,KKN,LVG,CRS,0.538
SP000268,SP002087,EDB,GLC,MTH,7,KKN,LVG,CRS,0.583
SP000268,SP004448,EDB,GLC,GLC,20,UDD,GLC,CBL,0.952
SP000269,SP004454,GLC,EDB,EDB,10,FLD,BRC,ADW,0.556
SP000271,SP003581,CDF,FGH,MFH,16,CLR,FGW,HVF,0.889
SP000272,SP001468,BHM,SSD,LEI,10,LEI,MMO,,1.0
SP000272,SP001470,BHM,SSD,LEI,9,NBR,LEI,SWS,0.818
SP000272,SP001477,BHM,SSD,SSD,8,HNK,NBR,LEI,0.308
SP000272,SP001485,BHM,SSD,SSD,9,NBR,LEI,SWS,0.333
SP000272,SP001508,BHM,SSD,CBG,23,CBG,CMS,,1.0
SP000272,SP001520,BHM,SSD,CBG,8,HNK,NBR,LEI,0.364
SP000272,SP004104,BHM,SSD,LEI,8,HNK,NBR,SWS,0.8
SP000273,SP000760,GLM,DFD,LUT,13,DFD,,XRT,1.0
SP000273,SP000784,GLM,DFD,CST,13,DFD,,XRT,1.0
SP000273,SP001141,GLM,DFD,TON,5,SOO,HGM,CUX,0.385
SP000273,SP001144,GLM,DFD,PDW,5,SOO,HGM,CUX,0.385
SP000273,SP001661,GLM,DFD,LUT,13,DFD,,XRT,1.0
SP000274,SP000494,HUL,LDS,YRK,5,SBY,MIK,SIE,0.625
SP000274,SP000694,HUL,LDS,MAN,8,LDS,,MLY,1.0
SP000274,SP000697,HUL,LDS,MAN,5,SBY,MIK,SOM,0.625
SP000274,SP000702,HUL,LDS,MAN,8,LDS,,MLY,1.0
SP000274,SP001593,HUL,LDS,KGX,5,SBY,MIK,DON,0.625
SP000274,SP002302,HUL,LDS,LDS,6,MIK,CRG,GRF,0.75
SP000274,SP002641,HUL,LDS,SBY,5,SBY,MIK,,1.0
SP000274,SP003869,HUL,LDS,MAN,5,SBY,MIK,CFD,0.625
SP000274,SP003980,HUL,LDS,HFX,5,SBY,MIK,SOM,0.625
SP000274,SP004117,HUL,LDS,LDS,5,SBY,MIK,SOM,0.625
SP000274,SP004465,HUL,LDS,HFX,5,SBY,MIK,SOM,0.625
SP000276,SP002689,WMS,GLC,GLC,6,PTG,BPT,WDL,0.667
SP000276,SP004329,WMS,GLC,GLC,8,PYG,GLC,HLW,0.889
SP000279,SP003964,RCD,LDS,LDS,7,HFX,LMR,BDI,0.778
SP000282,SP000294,SKG,NOT,NOT,6,HBB,SWE,HEC,0.375
SP000283,SP000285,SKG,NOT,NOT,9,GRA,ALK,BTF,0.692
SP000283,SP000296,SKG,NOT,NOT,12,RDF,NOT,NET,0.923
SP000283,SP000303,SKG,NOT,NOT,8,ANC,GRA,ALK,0.667
SP000285,SP000296,SKG,NOT,NOT,9,GRA,BTF,ALK,0.643
SP000285,SP000303,SKG,NOT,NOT,8,ANC,GRA,ALK,0.667
SP000286,SP000639,BAL,EBN,PMH,8,TBD,HHE,CRW,0.444
SP000286,SP000945,BAL,EBN,BOG,6,ELD,GTW,SAF,0.333
SP000286,SP000971,BAL,EBN,BOG,9,HHE,WVF,XKM,0.5
SP000286,SP001001,BAL,EBN,PMH,8,TBD,HHE,CRW,0.444
SP000286,SP001002,BAL,EBN,PMH,8,TBD,HHE,CRW,0.444
SP000286,SP001005,BAL,EBN,PMS,8,TBD,HHE,CRW,0.444
SP000286,SP001015,BAL,EBN,CCH,8,TBD,HHE,CRW,0.471
SP000286,SP001077,BAL,EBN,EBN,11,XKM,CBR,PMP,0.611
SP000286,SP001083,BAL,EBN,EBN,14,XRH,PLG,GLY,0.778
SP000286,SP001092,BAL,EBN,EBN,14,XRH,PLG,BRK,0.778
SP000286,SP001239,BAL,EBN,LIT,9,HHE,WVF,XKM,0.5
SP000286,SP001241,BAL,EBN,LIT,6,ELD,GTW,HOR,0.333
SP000286,SP001255,BAL,EBN,LIT,9,HHE,WVF,XKM,0.5
SP000286,SP001291,BAL,EBN,BTN,9,HHE,WVF,XKM,0.643
SP000286,SP001295,BAL,EBN,BTN,9,HHE,WVF,XKM,0.692
SP000286,SP002276,BAL,EBN,HGS,11,XKM,CBR,PMP,0.611
SP000286,SP002965,BAL,EBN,PMH,8,TBD,HHE,CRW,0.444
SP000286,SP002980,BAL,EBN,PMS,8,TBD,HHE,CRW,0.444
SP000286,SP002983,BAL,EBN,PMH,8,TBD,HHE,CRW,0.444
SP000286,SP002986,BAL,EBN,PMS,8,TBD,HHE,CRW,0.444
SP000286,SP002991,BAL,EBN,ORE,11,XKM,CBR,PMP,0.611
SP000286,SP002992,BAL,EBN,ORE,11,XKM,CBR,PMP,0.611
SP000286,SP002995,BAL,EBN,ORE,11,XKM,CBR,PMP,0.611
SP000286,SP003006,BAL,EBN,ORE,11,XKM,CBR,PMP,0.611
SP000286,SP003014,BAL,EBN,HGS,11,XKM,CBR,PMP,0.611
SP000286,SP003026,BAL,EBN,LIT,9,HHE,WVF,XKM,0.5
SP000286,SP003130,BAL,EBN,WRH,9,HHE,WVF,XKM,0.5
SP000286,SP003179,BAL,EBN,TBD,5,XJS,ELD,CDS,0.417
SP000286,SP003294,BAL,EBN,HRH,8,TBD,HHE,CRW,0.727
SP000286,SP003298,BAL,EBN,CCH,8,TBD,HHE,CRW,0.444
SP000286,SP003675,BAL,EBN,WRH,9,HHE,WVF,XKM,0.5
SP000286,SP003677,BAL,EBN,WRH,11,XKM,CBR,BUG,0.611
SP000286,SP003756,BAL,EBN,BTN,5,XJS,ELD,RDH,0.333
SP000286,SP004020,BAL,EBN,GTW,7,GTW,TBD,,1.0
SP000286,SP004086,BAL,EBN,WRH,6,ELD,GTW,SAF,0.333
SP000290,SP002233,LWT,CBG,NRW,9,NRW,WMD,,1.0
SP000290,SP003696,LWT,CBG,NRW,6,CNY,BDA,BUC,0.6
SP000293,SP000299,BPN,LIV,LIV,8,WGN,SNH,GSW,0.615
SP000293,SP000301,BPN,LIV,LIV,11,ROB,EDG,BGE,0.846
SP000293,SP000740,BPN,LIV,MIA,6,XOU,EBA,BSV,0.462
SP000293,SP000759,BPN,LIV,MIA,6,XOU,EBA,BSV,0.462
SP000293,SP003670,BPN,LIV,LIV,8,WGN,SNH,BYN,0.615
SP000293,SP004097,BPN,LIV,MAN,6,XOU,EBA,WGN,0.545
SP000293,SP004229,BPN,LIV,LIV,8,WGN,SNH,BYN,0.615
SP000293,SP004426,BPN,LIV,LIV,11,ROB,EDG,BGE,0.846
SP000293,SP004526,BPN,LIV,MAN,6,XOU,EBA,CRL,0.462
SP000295,SP001251,NRW,LST,LST,11,SNF,GDP,BRE,0.647
SP000296,SP000303,SKG,NOT,NOT,8,ANC,GRA,ALK,0.667
SP000297,SP000311,MYB,HWY,AYS,10,HWY,,SDR,1.0
SP000297,SP001640,MYB,HWY,GER,6,WRU,DNM,GER,0.857
SP000297,SP002792,MYB,HWY,HWY,8,GER,BCF,SRG,0.8
SP000297,SP003190,MYB,HWY,AYS,8,GER,BCF,SRG,0.8
SP000297,SP003410,MYB,HWY,OXF,10,HWY,,SDR,1.0
SP000297,SP004159,MYB,HWY,AYS,7,DNM,GER,DGC,0.7
SP000297,SP004182,MYB,HWY,AYS,8,GER,BCF,HWY,0.8
SP000297,SP004233,MYB,HWY,WRU,6,WRU,DNM,,1.0
SP000297,SP004563,MYB,HWY,OXF,8,GER,BCF,HWY,0.8
SP000297,SP004635,MYB,HWY,BMO,6,WRU,DNM,GER,0.6
SP000297,SP004637,MYB,HWY,AYS,10,HWY,,SDR,1.0
SP000298,SP000305,MYB,PRR,GER,7,GER,HWY,,1.0
SP000298,SP000313,MYB,PRR,OXF,7,GER,HWY,BCF,0.7
SP000298,SP000328,MYB,PRR,BMO,5,WRU,DNM,GER,0.5
SP000298,SP000552,MYB,PRR,BSW,5,WRU,DNM,GER,0.5
SP000298,SP001643,MYB,PRR,HWY,6,DNM,GER,DGC,0.6
SP000298,SP002429,MYB,PRR,AYS,6,DNM,GER,DGC,0.6
SP000298,SP002777,MYB,PRR,OXF,5,WRU,DNM,GER,0.5
SP000298,SP002783,MYB,PRR,OXF,5,WRU,DNM,GER,0.5
SP000298,SP003198,MYB,PRR,BAN,5,WRU,DNM,GER,0.5
SP000298,SP003867,MYB,PRR,OXF,5,WRU,DNM,GER,0.5
SP000298,SP004114,MYB,PRR,BCS,6,DNM,GER,DGC,0.6
SP000298,SP004157,MYB,PRR,BMO,5,WRU,DNM,GER,0.5
SP000298,SP004185,MYB,PRR,BAN,10,PRR,,HDM,1.0
SP000298,SP004191,MYB,PRR,SBJ,5,WRU,DNM,GER,0.5
SP000298,SP004257,MYB,PRR,BMO,5,WRU,DNM,GER,0.5
SP000298,SP004445,MYB,PRR,BAN,5,WRU,DNM,GER,0.5
SP000298,SP004479,MYB,PRR,PRR,5,WRU,DNM,GER,0.556
SP000298,SP004626,MYB,PRR,OXF,7,GER,HWY,BCF,0.7
SP000298,SP004639,MYB,PRR,BAN,7,GER,HWY,BCF,0.7
SP000298,SP004641,MYB,PRR,BSW,5,WRU,DNM,GER,0.5
SP000299,SP000301,BPN,LIV,LIV,8,WGN,GSW,SNH,0.571
SP000299,SP000740,BPN,LIV,MIA,6,XOU,EBA,BSV,0.375
SP000299,SP000759,BPN,LIV,MIA,6,XOU,EBA,BSV,0.375
SP000299,SP003670,BPN,LIV,LIV,8,WGN,GSW,BYN,0.5
SP000299,SP004097,BPN,LIV,MAN,6,XOU,EBA,WGN,0.545
SP000299,SP004229,BPN,LIV,LIV,8,WGN,GSW,BYN,0.5
SP000299,SP004426,BPN,LIV,LIV,8,WGN,GSW,SNH,0.533
SP000299,SP004526,BPN,LIV,MAN,6,XOU,EBA,CRL,0.462
SP000301,SP000740,BPN,LIV,MIA,6,XOU,EBA,BSV,0.429
SP000301,SP000759,BPN,LIV,MIA,6,XOU,EBA,BSV,0.429
SP000301,SP003670,BPN,LIV,LIV,8,WGN,SNH,BYN,0.571
SP000301,SP004097,BPN,LIV,MAN,6,XOU,EBA,WGN,0.545
SP000301,SP004229,BPN,LIV,LIV,8,WGN,SNH,BYN,0.571
SP000301,SP004426,BPN,LIV,LIV,12,BGE,EDG,WAV,0.857
SP000301,SP004526,BPN,LIV,MAN,6,XOU,EBA,CRL,0.462
SP000305,SP000313,MYB,GER,OXF,7,GER,,BCF,1.0
SP000305,SP000328,MYB,GER,BMO,5,WRU,DNM,GER,0.714
SP000305,SP000552,MYB,GER,BSW,5,WRU,DNM,GER,0.714
SP000305,SP001643,MYB,GER,HWY,6,DNM,GER,DGC,0.857
SP000305,SP002429,MYB,GER,AYS,6,DNM,GER,DGC,0.857
SP000305,SP002777,MYB,GER,OXF,5,WRU,DNM,GER,0.714
SP000305,SP002783,MYB,GER,OXF,5,WRU,DNM,GER,0.714
SP000305,SP003198,MYB,GER,BAN,5,WRU,DNM,GER,0.714
SP000305,SP003867,MYB,GER,OXF,5,WRU,DNM,GER,0.714
SP000305,SP004114,MYB,GER,BCS,6,DNM,GER,DGC,0.857
SP000305,SP004157,MYB,GER,BMO,5,WRU,DNM,GER,0.714
SP000305,SP004185,MYB,GER,BAN,7,GER,,HWY,1.0
SP000305,SP004191,MYB,GER,SBJ,5,WRU,DNM,GER,0.714
SP000305,SP004257,MYB,GER,BMO,5,WRU,DNM,GER,0.714
SP000305,SP004445,MYB,GER,BAN,5,WRU,DNM,GER,0.714
SP000305,SP004479,MYB,GER,PRR,5,WRU,DNM,GER,0.714
SP000305,SP004626,MYB,GER,OXF,7,GER,,BCF,1.0
SP000305,SP004639,MYB,GER,BAN,7,GER,,BCF,1.0
SP000305,SP004641,MYB,GER,BSW,5,WRU,DNM,GER,0.714
SP000307,SP000723,HYS,CHX,CHX,9,LAD,XPY,LEW,0.692
SP000307,SP002963,HYS,CHX,LEW,9,LAD,XPY,LEW,0.9
SP000307,SP003236,HYS,CHX,NWX,9,LAD,XPY,LEW,0.75
SP000309,SP002550,LEI,NOT,NOT,8,XTR,ATB,BEE,0.8
SP000309,SP002558,LEI,NOT,LCN,11,NOT,,CTO,1.0
