route_a,route_b,route_a_length,route_b_length,shared_prefix,shared_suffix,shared_stations,overlap_percent
R00125,R00491,33,26,4,0,4,12.1
R00125,R00514,33,38,0,1,1,2.6
R00125,R00654,33,27,2,0,6,18.2
R00125,R00664,33,15,0,9,15,45.5
R00125,R00671,33,22,0,22,22,66.7
R00125,R01568,33,28,0,1,13,39.4
R00126,R00246,29,29,2,7,26,89.7
R00126,R00396,29,28,0,1,23,79.3
R00126,R00400,29,6,1,0,1,3.4
R00126,R00784,29,6,0,1,1,3.4
R00126,R00892,29,16,2,0,7,24.1
R00126,R00894,29,8,2,0,7,24.1
R00126,R01188,29,27,2,7,26,89.7
R00126,R01414,29,16,0,1,1,3.4
R00126,R01486,29,6,1,0,4,13.8
R00126,R01924,29,28,2,7,26,89.7
R00127,R00133,11,11,0,1,1,9.1
R00127,R00135,11,12,0,6,6,50.0
R00127,R00163,11,15,0,1,1,6.7
R00127,R00183,11,22,0,1,1,4.5
R00127,R00190,11,15,0,1,1,6.7
R00127,R00353,11,14,0,1,1,7.1
R00127,R00871,11,6,0,1,1,9.1
R00127,R01128,11,10,0,1,1,9.1
R00127,R01145,11,9,0,1,1,9.1
R00127,R01150,11,13,0,1,1,7.7
R00127,R01174,11,11,0,1,1,9.1
R00127,R01175,11,7,0,1,1,9.1
R00127,R01194,11,9,0,1,1,9.1
R00127,R01205,11,14,0,1,1,7.1
R00127,R01209,11,10,0,1,1,9.1
R00127,R01211,11,8,0,1,1,9.1
R00127,R01213,11,19,0,1,1,5.3
R00127,R01215,11,15,0,1,1,6.7
R00127,R01254,11,14,0,1,1,7.1
R00127,R01270,11,17,0,1,1,5.9
R00127,R01306,11,7,0,1,1,9.1
R00127,R01368,11,11,0,1,1,9.1
R00127,R01454,11,20,0,1,1,5.0
R00127,R01599,11,23,0,1,1,4.3
R00127,R01633,11,2,0,1,1,9.1
R00127,R01640,11,5,0,1,1,9.1
R00127,R01845,11,7,0,1,1,9.1
R00128,R00361,15,23,0,3,9,39.1
R00128,R00365,15,24,0,3,9,37.5
R00128,R00370,15,32,0,4,13,40.6
R00128,R00373,15,16,0,3,9,56.2
R00128,R00464,15,49,0,3,9,18.4
R00128,R00470,15,40,0,3,6,15.0
R00128,R00477,15,23,0,3,9,39.1
R00128,R00485,15,29,0,4,13,44.8
R00128,R00496,15,27,0,3,9,33.3
R00128,R00507,15,23,0,3,9,39.1
R00128,R00620,15,35,0,4,13,37.1
R00128,R00689,15,25,0,3,9,36.0
R00128,R00819,15,23,0,4,15,65.2
R00128,R01311,15,17,0,15,15,88.2
R00128,R01517,15,14,0,4,9,60.0
R00128,R01596,15,16,3,4,8,50.0
R00128,R01606,15,16,0,4,6,37.5
R00128,R01686,15,40,0,4,12,30.0
R00128,R01687,15,25,0,3,9,36.0
R00128,R01688,15,12,0,5,9,60.0
R00128,R01764,15,12,0,3,5,33.3
R00129,R00203,23,18,0,1,1,4.3
R00129,R00271,23,36,0,4,16,44.4
R00129,R00319,23,29,3,17,23,79.3
R00129,R00749,23,60,3,0,12,20.0
R00129,R00968,23,59,0,14,21,35.6
R00129,R01356,23,11,0,3,3,13.0
R00129,R01359,23,13,0,1,1,4.3
R00129,R01494,23,22,4,0,6,26.1
R00129,R01663,23,11,4,0,8,34.8
R00129,R01711,23,4,0,1,1,4.3
R00129,R01982,23,11,0,1,1,4.3
R00129,R01983,23,13,0,1,1,4.3
R00130,R00132,22,2,0,1,1,4.5
R00130,R00142,22,35,2,0,9,25.7
R00130,R00169,22,12,0,2,2,9.1
R00130,R00171,22,10,0,1,1,4.5
R00130,R00184,22,21,0,3,3,13.6
R00130,R00313,22,10,0,1,1,4.5
R00130,R00326,22,19,3,0,3,13.6
R00130,R00344,22,33,0,1,1,3.0
R00130,R00356,22,16,0,2,2,9.1
R00130,R00357,22,16,0,2,2,9.1
R00130,R00378,22,30,0,2,2,6.7
R00130,R00418,22,31,2,0,5,16.1
R00130,R00455,22,73,0,1,1,1.4
R00130,R00472,22,9,0,3,3,13.6
R00130,R00480,22,29,0,2,2,6.9
R00130,R00486,22,18,0,1,1,4.5
R00130,R00581,22,28,0,13,13,46.4
R00130,R00640,22,37,2,0,3,8.1
R00130,R00750,22,31,0,2,2,6.5
R00130,R00935,22,47,0,1,1,2.1
R00130,R00947,22,23,2,0,11,47.8
R00130,R00948,22,51,0,1,1,2.0
R00130,R01073,22,12,3,0,3,13.6
R00130,R01088,22,3,3,0,3,13.6
R00130,R01127,22,10,0,3,3,13.6
R00130,R01152,22,10,0,2,2,9.1
R00130,R01169,22,15,0,1,1,4.5
R00130,R01176,22,19,0,3,3,13.6
R00130,R01201,22,13,0,3,3,13.6
R00130,R01202,22,7,0,1,1,4.5
R00130,R01221,22,14,0,3,3,13.6
R00130,R01260,22,13,0,2,2,9.1
R00130,R01271,22,10,0,2,2,9.1
R00130,R01273,22,11,0,2,2,9.1
R00130,R01303,22,15,0,3,3,13.6
R00130,R01464,22,22,0,3,3,13.6
R00130,R01591,22,20,0,2,2,9.1
R00130,R01720,22,6,0,2,2,9.1
R00130,R01796,22,9,0,2,2,9.1
R00130,R01844,22,24,0,2,2,8.3
R00130,R01853,22,11,0,2,2,9.1
R00130,R01860,22,11,0,2,2,9.1
R00130,R01865,22,28,0,1,2,7.1
R00130,R01879,22,22,0,2,2,9.1
R00130,R02061,22,4,0,3,3,13.6
R00131,R00150,17,15,0,1,1,5.9
R00131,R00311,17,32,0,4,10,31.2
R00131,R00314,17,20,0,4,10,50.0
R00131,R00390,17,12,0,12,12,70.6
R00131,R00589,17,21,0,4,10,47.6
R00131,R00602,17,28,0,4,10,35.7
R00131,R00638,17,29,0,4,15,51.7
R00131,R00704,17,68,0,4,10,14.7
R00131,R00806,17,11,0,7,11,64.7
R00131,R00838,17,16,0,4,10,58.8
R00131,R00841,17,17,0,6,14,82.4
R00131,R00843,17,15,1,0,1,5.9
R00131,R00845,17,25,0,4,10,40.0
R00131,R00863,17,34,0,4,10,29.4
R00131,R00879,17,16,0,16,16,94.1
R00131,R01055,17,24,0,4,10,41.7
R00131,R01074,17,16,4,12,16,94.1
R00131,R01077,17,43,0,4,10,23.3
R00131,R01102,17,27,0,4,11,40.7
R00131,R01267,17,14,0,4,10,58.8
R00131,R01276,17,4,1,0,1,5.9
R00131,R01279,17,7,0,4,7,41.2
R00131,R01281,17,42,0,4,10,23.8
R00131,R01307,17,38,0,4,10,26.3
R00131,R01515,17,23,0,4,10,43.5
R00131,R01522,17,27,0,4,10,37.0
R00131,R01691,17,36,0,4,10,27.8
R00131,R01697,17,34,0,4,10,29.4
R00131,R01706,17,21,0,4,10,47.6
R00131,R01859,17,6,0,1,1,5.9
R00131,R01905,17,44,0,4,10,22.7
R00131,R02086,17,36,0,4,10,27.8
R00132,R00136,2,7,1,0,1,14.3
R00132,R00169,2,12,0,1,1,8.3
R00132,R00171,2,10,0,1,1,10.0
R00132,R00184,2,21,0,1,1,4.8
R00132,R00313,2,10,0,1,1,10.0
R00132,R00344,2,33,0,1,1,3.0
R00132,R00356,2,16,0,1,1,6.2
R00132,R00357,2,16,0,1,1,6.2
R00132,R00378,2,30,0,1,1,3.3
R00132,R00455,2,73,0,1,1,1.4
R00132,R00472,2,9,0,1,1,11.1
R00132,R00480,2,29,0,1,1,3.4
R00132,R00486,2,18,0,1,1,5.6
R00132,R00581,2,28,0,1,1,3.6
R00132,R00750,2,31,0,1,1,3.2
R00132,R00935,2,47,0,1,1,2.1
R00132,R00948,2,51,0,1,1,2.0
R00132,R01127,2,10,0,1,1,10.0
R00132,R01152,2,10,0,1,1,10.0
R00132,R01169,2,15,0,1,1,6.7
R00132,R01176,2,19,0,1,1,5.3
R00132,R01201,2,13,0,1,1,7.7
R00132,R01202,2,7,0,1,1,14.3
R00132,R01221,2,14,0,1,1,7.1
R00132,R01260,2,13,0,1,1,7.7
R00132,R01271,2,10,0,1,1,10.0
R00132,R01273,2,11,0,1,1,9.1
R00132,R01303,2,15,0,1,1,6.7
R00132,R01464,2,22,0,1,1,4.5
R00132,R01591,2,20,0,1,1,5.0
R00132,R01720,2,6,0,1,1,16.7
R00132,R01796,2,9,0,1,1,11.1
R00132,R01844,2,24,0,1,1,4.2
R00132,R01853,2,11,0,1,1,9.1
R00132,R01860,2,11,0,1,1,9.1
R00132,R01865,2,28,0,1,1,3.6
R00132,R01879,2,22,0,1,1,4.5
R00132,R02061,2,4,0,1,1,25.0
R00133,R00135,11,12,0,1,6,50.0
R00133,R00163,11,15,0,1,1,6.7
R00133,R00183,11,22,0,1,1,4.5
R00133,R00190,11,15,0,1,1,6.7
R00133,R00353,11,14,0,1,1,7.1
R00133,R00871,11,6,0,1,1,9.1
R00133,R01128,11,10,0,1,1,9.1
R00133,R01145,11,9,0,1,1,9.1
R00133,R01150,11,13,0,1,1,7.7
R00133,R01174,11,11,0,1,1,9.1
R00133,R01175,11,7,0,1,1,9.1
R00133,R01194,11,9,0,1,1,9.1
R00133,R01205,11,14,0,1,1,7.1
R00133,R01209,11,10,0,1,1,9.1
R00133,R01211,11,8,0,1,1,9.1
R00133,R01213,11,19,0,1,1,5.3
R00133,R01215,11,15,0,1,1,6.7
R00133,R01254,11,14,0,1,1,7.1
R00133,R01270,11,17,0,1,1,5.9
R00133,R01306,11,7,0,1,1,9.1
R00133,R01368,11,11,0,1,1,9.1
R00133,R01454,11,20,0,1,1,5.0
R00133,R01599,11,23,0,1,1,4.3
R00133,R01633,11,2,0,1,1,9.1
R00133,R01640,11,5,0,1,1,9.1
R00133,R01845,11,7,0,1,1,9.1
R00134,R00146,12,9,0,3,8,66.7
R00134,R00155,12,8,2,3,8,66.7
R00134,R00201,12,3,0,3,3,25.0
R00134,R00209,12,9,0,3,7,58.3
R00134,R00226,12,16,0,3,8,50.0
R00134,R00429,12,18,0,3,11,61.1
R00134,R00435,12,12,0,3,8,66.7
R00134,R00471,12,12,0,3,9,75.0
R00134,R00479,12,7,0,3,7,58.3
R00134,R00981,12,7,0,3,7,58.3
R00134,R00982,12,10,4,3,10,83.3
R00134,R01308,12,11,0,2,2,16.7
R00134,R01410,12,12,0,2,2,16.7
R00134,R01508,12,30,0,3,7,23.3
R00134,R01513,12,17,0,3,9,52.9
R00134,R01938,12,11,2,3,10,83.3
R00134,R01941,12,9,2,3,9,75.0
R00134,R02041,12,8,0,3,7,58.3
R00135,R00163,12,15,0,1,1,6.7
R00135,R00164,12,10,1,0,1,8.3
R00135,R00166,12,15,1,0,1,6.7
R00135,R00183,12,22,0,1,1,4.5
R00135,R00184,12,21,1,0,1,4.8
R00135,R00190,12,15,0,1,1,6.7
R00135,R00353,12,14,0,1,1,7.1
R00135,R00354,12,63,1,0,1,1.6
R00135,R00383,12,15,1,0,1,6.7
R00135,R00393,12,7,1,0,1,8.3
R00135,R00426,12,16,1,0,1,6.2
R00135,R00472,12,9,1,0,1,8.3
R00135,R00706,12,9,1,0,1,8.3
R00135,R00871,12,6,0,1,1,8.3
R00135,R01077,12,43,1,0,1,2.3
R00135,R01127,12,10,1,0,1,8.3
R00135,R01128,12,10,0,1,1,8.3
R00135,R01145,12,9,0,1,1,8.3
R00135,R01150,12,13,0,1,1,7.7
R00135,R01174,12,11,0,1,1,8.3
R00135,R01175,12,7,0,1,1,8.3
R00135,R01177,12,11,1,0,1,8.3
R00135,R01194,12,9,0,1,1,8.3
R00135,R01201,12,13,1,0,1,7.7
R00135,R01204,12,14,1,0,1,7.1
R00135,R01205,12,14,0,1,1,7.1
R00135,R01208,12,13,1,0,1,7.7
R00135,R01209,12,10,0,1,1,8.3
R00135,R01211,12,8,0,1,1,8.3
R00135,R01212,12,13,1,0,1,7.7
R00135,R01213,12,19,0,1,1,5.3
R00135,R01215,12,15,0,1,1,6.7
R00135,R01227,12,12,1,0,1,8.3
R00135,R01229,12,8,1,0,1,8.3
R00135,R01245,12,10,1,0,1,8.3
R00135,R01254,12,14,0,1,1,7.1
R00135,R01255,12,16,1,0,1,6.2
R00135,R01270,12,17,0,1,1,5.9
R00135,R01293,12,9,1,0,1,8.3
R00135,R01303,12,15,1,0,1,6.7
R00135,R01306,12,7,0,1,1,8.3
R00135,R01343,12,8,1,0,1,8.3
R00135,R01368,12,11,0,1,1,8.3
R00135,R01454,12,20,0,1,1,5.0
R00135,R01464,12,22,1,0,1,4.5
R00135,R01599,12,23,0,1,1,4.3
R00135,R01632,12,2,1,0,1,8.3
R00135,R01633,12,2,0,1,1,8.3
R00135,R01640,12,5,0,1,1,8.3
R00135,R01641,12,5,1,0,1,8.3
R00135,R01666,12,14,1,0,1,7.1
R00135,R01668,12,8,1,0,3,25.0
R00135,R01845,12,7,0,1,1,8.3
R00135,R01846,12,8,1,0,1,8.3
R00135,R01847,12,6,1,0,1,8.3
R00135,R01905,12,44,1,0,1,2.3
R00137,R00978,20,11,0,4,7,35.0
R00137,R01094,20,17,0,4,14,70.0
R00137,R01096,20,12,0,12,12,60.0
R00137,R01625,20,19,0,4,16,80.0
R00137,R01699,20,11,0,4,8,40.0
R00137,R01850,20,14,4,4,11,55.0
R00137,R01862,20,8,0,4,5,25.0
R00137,R01864,20,8,0,1,5,25.0
R00137,R01896,20,7,0,4,4,20.0
R00137,R01897,20,8,0,8,8,40.0
R00138,R00450,12,4,0,1,1,8.3
R00138,R00456,12,13,0,1,1,7.7
R00138,R00460,12,17,0,2,2,11.8
R00138,R00614,12,14,0,1,2,14.3
R00138,R00729,12,10,3,0,4,33.3
R00138,R00942,12,7,0,1,6,50.0
R00138,R01172,12,7,3,0,4,33.3
R00138,R01398,12,10,0,2,2,16.7
R00138,R01411,12,10,0,1,2,16.7
R00138,R01631,12,4,0,1,1,8.3
R00138,R01766,12,5,0,1,2,16.7
R00138,R01895,12,9,4,0,7,58.3
R00138,R01974,12,21,0,9,10,47.6
R00138,R02009,12,2,0,1,1,8.3
R00138,R02011,12,9,0,2,2,16.7
R00139,R00145,18,19,0,9,9,47.4
R00139,R00162,18,20,2,1,10,50.0
R00139,R00175,18,10,1,0,1,5.6
R00139,R00179,18,36,2,0,2,5.6
R00139,R00181,18,8,1,0,1,5.6
R00139,R00183,18,22,2,0,2,9.1
R00139,R00305,18,10,1,0,1,5.6
R00139,R00321,18,71,1,0,1,1.4
R00139,R00574,18,13,2,0,5,27.8
R00139,R00582,18,74,0,1,17,23.0
R00139,R00625,18,13,2,0,2,11.1
R00139,R00714,18,12,2,0,10,55.6
R00139,R00749,18,60,0,1,16,26.7
R00139,R00871,18,6,2,0,2,11.1
R00139,R00938,18,5,1,0,1,5.6
R00139,R01128,18,10,2,0,2,11.1
R00139,R01129,18,18,2,0,2,11.1
R00139,R01143,18,4,2,0,2,11.1
R00139,R01149,18,7,1,0,1,5.6
R00139,R01244,18,22,2,16,18,81.8
R00139,R01258,18,13,2,0,10,55.6
R00139,R01270,18,17,2,0,2,11.1
R00139,R01314,18,4,0,1,1,5.6
R00139,R01315,18,6,0,1,1,5.6
R00139,R01449,18,1,0,1,1,5.6
R00139,R01544,18,8,0,1,8,44.4
R00139,R01673,18,12,2,0,8,44.4
R00139,R01795,18,2,1,0,1,5.6
R00139,R01845,18,7,2,0,2,11.1
R00139,R02062,18,34,2,0,2,5.9
R00139,R02097,18,27,2,0,2,7.4
R00140,R02059,1,2,0,1,1,50.0
R00141,R00147,7,5,0,5,5,71.4
R00141,R00191,7,4,1,0,1,14.3
R00141,R00198,7,3,1,0,1,14.3
R00141,R00200,7,3,1,0,1,14.3
R00141,R00227,7,3,3,0,3,42.9
R00141,R00230,7,3,0,3,3,42.9
R00141,R00272,7,4,0,1,1,14.3
R00141,R00571,7,32,1,0,2,6.2
R00142,R00326,35,19,2,0,3,8.6
R00142,R00363,35,2,0,1,1,2.9
R00142,R00418,35,31,2,0,6,17.1
R00142,R00640,35,37,3,0,4,10.8
R00142,R00814,35,16,0,2,14,40.0
R00142,R00947,35,23,3,0,8,22.9
R00142,R01018,35,27,0,2,25,71.4
R00142,R01073,35,12,2,0,3,8.6
R00142,R01088,35,3,2,0,3,8.6
R00143,R00476,4,14,0,1,1,7.1
R00143,R00619,4,20,0,1,1,5.0
R00143,R00714,4,12,0,1,1,8.3
R00143,R01166,4,5,0,1,1,20.0
R00143,R01258,4,13,0,1,1,7.7
R00143,R01474,4,5,0,1,2,40.0
R00143,R01673,4,12,0,1,1,8.3
R00144,R00252,16,25,1,0,1,4.0
R00144,R00566,16,6,3,0,5,31.2
R00144,R01593,16,15,1,0,1,6.2
R00145,R00162,19,20,0,1,12,60.0
R00145,R00247,19,8,1,0,1,5.3
R00145,R00287,19,23,1,0,1,4.3
R00145,R00467,19,25,4,0,15,60.0
R00145,R00470,19,40,4,0,4,10.0
R00145,R00582,19,74,0,1,8,10.8
R00145,R00619,19,20,4,0,5,25.0
R00145,R00749,19,60,0,1,8,13.3
R00145,R01138,19,18,1,0,1,5.3
R00145,R01244,19,22,0,9,9,40.9
R00145,R01314,19,4,0,1,1,5.3
R00145,R01315,19,6,0,1,1,5.3
R00145,R01449,19,1,0,1,1,5.3
R00145,R01544,19,8,0,1,8,42.1
R00145,R01833,19,9,1,0,1,5.3
R00146,R00155,9,8,0,3,6,66.7
R00146,R00201,9,3,0,3,3,33.3
R00146,R00209,9,9,0,3,6,66.7
R00146,R00226,9,16,0,3,6,37.5
R00146,R00429,9,18,0,8,9,50.0
R00146,R00435,9,12,0,3,6,50.0
R00146,R00471,9,12,0,3,6,50.0
R00146,R00479,9,7,1,3,6,66.7
R00146,R00981,9,7,4,3,7,77.8
R00146,R00982,9,10,0,3,7,70.0
R00146,R01308,9,11,0,2,2,18.2
R00146,R01410,9,12,0,2,2,16.7
R00146,R01508,9,30,0,3,6,20.0
R00146,R01513,9,17,0,3,6,35.3
R00146,R01938,9,11,0,3,7,63.6
R00146,R01941,9,9,0,3,6,66.7
R00146,R02041,9,8,0,8,8,88.9
R00147,R00230,5,3,0,3,3,60.0
R00147,R00232,5,3,1,0,1,20.0
R00147,R00272,5,4,0,1,1,20.0
R00148,R00153,1,2,1,0,1,50.0
R00148,R00475,1,2,1,1,1,50.0
R00148,R00478,1,5,0,1,1,20.0
R00148,R00834,1,5,1,0,1,20.0
R00148,R00912,1,5,0,1,1,20.0
R00148,R01160,1,17,1,0,1,5.9
R00148,R01481,1,3,0,1,1,33.3
R00149,R00287,5,23,0,1,1,4.3
R00149,R00615,5,2,0,1,1,20.0
R00149,R00637,5,3,1,1,1,20.0
R00149,R01138,5,18,0,1,1,5.6
R00149,R01139,5,18,1,0,1,5.6
R00149,R01295,5,21,1,0,1,4.8
R00149,R01347,5,4,1,3,3,60.0
R00149,R01659,5,3,1,1,1,20.0
R00149,R01661,5,3,1,1,1,20.0
R00149,R01945,5,2,1,0,1,20.0
R00149,R01946,5,2,0,1,1,20.0
R00149,R01947,5,2,0,1,1,20.0
R00149,R01948,5,2,1,0,1,20.0
R00149,R02040,5,5,0,1,1,20.0
R00150,R00311,15,32,0,1,1,3.1
R00150,R00314,15,20,0,1,1,5.0
R00150,R00390,15,12,0,1,1,6.7
R00150,R00589,15,21,0,1,1,4.8
R00150,R00602,15,28,0,1,1,3.6
R00150,R00638,15,29,0,1,1,3.4
R00150,R00704,15,68,0,1,1,1.5
R00150,R00806,15,11,0,1,1,6.7
R00150,R00838,15,16,0,1,1,6.2
R00150,R00841,15,17,0,1,1,5.9
R00150,R00845,15,25,0,1,1,4.0
R00150,R00863,15,34,0,1,1,2.9
R00150,R00879,15,16,0,1,1,6.2
R00150,R01055,15,24,0,1,1,4.2
R00150,R01074,15,16,0,1,1,6.2
R00150,R01077,15,43,0,1,1,2.3
R00150,R01102,15,27,0,1,1,3.7
R00150,R01267,15,14,0,1,1,6.7
R00150,R01279,15,7,0,1,1,6.7
R00150,R01281,15,42,0,1,1,2.4
R00150,R01307,15,38,0,1,1,2.6
R00150,R01515,15,23,0,1,1,4.3
R00150,R01522,15,27,0,1,1,3.7
R00150,R01691,15,36,0,1,1,2.8
R00150,R01697,15,34,0,1,1,2.9
R00150,R01706,15,21,0,1,1,4.8
R00150,R01859,15,6,0,6,6,40.0
R00150,R01905,15,44,0,1,1,2.3
R00150,R02086,15,36,0,1,1,2.8
R00151,R00207,14,24,0,2,2,8.3
R00151,R00215,14,18,0,5,6,33.3
R00151,R00323,14,23,0,2,2,8.7
R00151,R00628,14,26,0,2,11,42.3
R00151,R00872,14,16,0,2,2,12.5
R00151,R00874,14,16,0,2,2,12.5
R00151,R00881,14,27,0,2,2,7.4
R00151,R00882,14,24,0,2,2,8.3
R00151,R00888,14,21,0,2,2,9.5
R00151,R00890,14,16,0,2,2,12.5
R00151,R00898,14,22,0,2,2,9.1
R00151,R01000,14,17,0,2,2,11.8
R00151,R01210,14,24,0,2,11,45.8
R00151,R01268,14,23,1,0,1,4.3
R00151,R01269,14,11,0,2,2,14.3
R00151,R01382,14,13,3,2,12,85.7
R00151,R01405,14,19,0,7,10,52.6
R00151,R01540,14,12,0,12,12,85.7
R00151,R01557,14,11,0,5,5,35.7
R00151,R01685,14,16,0,5,5,31.2
R00151,R01823,14,21,0,2,2,9.5
R00151,R01868,14,12,0,2,2,14.3
R00151,R01871,14,10,0,2,2,14.3
R00151,R01881,14,12,0,2,2,14.3
R00151,R01882,14,11,0,2,2,14.3
R00151,R01887,14,25,0,10,13,52.0
R00151,R01891,14,16,0,2,2,12.5
R00151,R01904,14,21,0,2,2,9.5
R00151,R01906,14,19,0,2,2,10.5
R00151,R01917,14,17,0,2,11,64.7
R00152,R01665,2,13,0,1,1,7.7
R00152,R01705,2,3,0,1,1,33.3
R00153,R00475,2,2,1,0,1,50.0
R00153,R00834,2,5,1,0,1,20.0
R00153,R01160,2,17,1,0,1,5.9
R00154,R00161,5,5,0,3,4,80.0
R00154,R00168,5,4,0,4,4,80.0
R00154,R00176,5,3,0,2,3,60.0
R00154,R00455,5,73,2,0,2,2.7
R00154,R00550,5,52,2,0,2,3.8
R00154,R01417,5,13,2,0,2,15.4
R00155,R00201,8,3,0,3,3,37.5
R00155,R00209,8,9,0,6,7,77.8
R00155,R00226,8,16,0,5,7,43.8
R00155,R00429,8,18,0,3,8,44.4
R00155,R00435,8,12,0,8,8,66.7
R00155,R00471,8,12,0,5,8,66.7
R00155,R00479,8,7,0,5,6,75.0
R00155,R00981,8,7,0,3,6,75.0
R00155,R00982,8,10,2,3,8,80.0
R00155,R01308,8,11,0,2,2,18.2
R00155,R01410,8,12,0,2,2,16.7
R00155,R01508,8,30,0,6,7,23.3
R00155,R01513,8,17,0,5,8,47.1
R00155,R01938,8,11,3,3,8,72.7
R00155,R01941,8,9,3,5,8,88.9
R00155,R02041,8,8,0,3,5,62.5
R00156,R00218,28,15,1,0,1,3.6
R00156,R00220,28,17,1,0,1,3.6
R00156,R00222,28,17,1,0,1,3.6
R00156,R00298,28,30,0,24,24,80.0
R00156,R00299,28,17,1,4,17,60.7
R00156,R00304,28,21,1,0,5,17.9
R00156,R00347,28,33,2,0,3,9.1
R00156,R00441,28,23,1,0,1,3.6
R00156,R00506,28,19,0,4,18,64.3
R00156,R00661,28,35,4,0,4,11.4
R00156,R00792,28,20,1,0,4,14.3
R00156,R00810,28,20,2,4,20,71.4
R00156,R00830,28,31,1,0,1,3.2
R00156,R00886,28,14,1,0,2,7.1
R00156,R00889,28,13,1,0,2,7.1
R00156,R00900,28,14,1,0,2,7.1
R00156,R00966,28,39,2,0,3,7.7
R00156,R00992,28,34,0,28,28,82.4
R00156,R01366,28,13,1,0,1,3.6
R00156,R01403,28,21,1,0,1,3.6
R00156,R01447,28,21,0,4,15,53.6
R00156,R01450,28,34,0,24,25,73.5
R00156,R01451,28,7,1,0,1,3.6
R00156,R01654,28,23,0,4,19,67.9
R00156,R01724,28,29,0,19,23,79.3
R00156,R01848,28,24,1,0,1,3.6
R00157,R00172,4,5,3,1,4,80.0
R00157,R00182,4,3,2,1,3,75.0
R00157,R00580,4,5,4,0,4,80.0
R00158,R00884,26,11,0,4,8,30.8
R00158,R00892,26,16,0,2,4,15.4
R00158,R00894,26,8,0,4,5,19.2
R00158,R02092,26,3,3,0,3,11.5
R00159,R00160,6,7,0,6,6,85.7
R00159,R00202,6,3,0,1,1,16.7
R00159,R00204,6,4,0,1,1,16.7
R00159,R00223,6,3,0,1,1,16.7
R00159,R00232,6,3,0,3,3,50.0
R00159,R00285,6,4,2,0,2,33.3
R00159,R00309,6,3,2,0,2,33.3
R00159,R01062,6,6,0,1,2,33.3
R00159,R01261,6,10,0,1,2,20.0
R00159,R01787,6,9,0,1,2,22.2
R00160,R00202,7,3,0,1,1,14.3
R00160,R00204,7,4,0,1,1,14.3
R00160,R00223,7,3,0,1,1,14.3
R00160,R00229,7,3,3,0,3,42.9
R00160,R00232,7,3,0,3,3,42.9
R00160,R00257,7,4,1,0,1,14.3
R00160,R00269,7,3,1,0,1,14.3
R00160,R01062,7,6,0,1,2,28.6
R00160,R01261,7,10,0,1,2,20.0
R00160,R01787,7,9,0,1,2,22.2
R00161,R00168,5,4,1,3,4,80.0
R00161,R00176,5,3,1,2,3,60.0
R00162,R00175,20,10,1,0,1,5.0
R00162,R00179,20,36,3,0,3,8.3
R00162,R00181,20,8,1,0,1,5.0
R00162,R00183,20,22,2,0,2,9.1
R00162,R00305,20,10,1,0,1,5.0
R00162,R00321,20,71,1,0,1,1.4
R00162,R00574,20,13,2,0,2,10.0
R00162,R00582,20,74,0,8,10,13.5
R00162,R00625,20,13,2,0,4,20.0
R00162,R00714,20,12,2,0,3,15.0
R00162,R00749,20,60,0,8,10,16.7
R00162,R00871,20,6,2,0,2,10.0
R00162,R00938,20,5,1,0,1,5.0
R00162,R01128,20,10,2,0,2,10.0
R00162,R01129,20,18,2,0,8,40.0
R00162,R01143,20,4,2,0,2,10.0
R00162,R01149,20,7,1,0,1,5.0
R00162,R01244,20,22,2,1,10,45.5
R00162,R01258,20,13,2,0,3,15.0
R00162,R01270,20,17,2,0,2,10.0
R00162,R01314,20,4,0,1,1,5.0
R00162,R01315,20,6,0,1,1,5.0
R00162,R01449,20,1,0,1,1,5.0
R00162,R01544,20,8,0,8,8,40.0
R00162,R01673,20,12,2,0,3,15.0
R00162,R01795,20,2,1,0,1,5.0
R00162,R01845,20,7,2,0,2,10.0
R00162,R02062,20,34,3,0,3,8.8
R00162,R02097,20,27,2,0,2,7.4
R00163,R00183,15,22,0,1,1,4.5
R00163,R00190,15,15,0,1,2,13.3
R00163,R00353,15,14,0,1,1,6.7
R00163,R00871,15,6,0,1,1,6.7
R00163,R01128,15,10,0,1,1,6.7
R00163,R01145,15,9,0,1,1,6.7
R00163,R01150,15,13,0,1,12,80.0
R00163,R01174,15,11,0,1,1,6.7
R00163,R01175,15,7,0,1,1,6.7
R00163,R01194,15,9,0,1,1,6.7
R00163,R01205,15,14,0,12,12,80.0
R00163,R01209,15,10,0,3,8,53.3
R00163,R01211,15,8,0,2,2,13.3
R00163,R01213,15,19,0,1,9,47.4
R00163,R01215,15,15,0,1,1,6.7
R00163,R01254,15,14,0,1,6,40.0
R00163,R01270,15,17,0,1,1,5.9
R00163,R01306,15,7,0,1,1,6.7
R00163,R01368,15,11,0,1,1,6.7
R00163,R01454,15,20,0,1,1,5.0
R00163,R01584,15,3,1,0,1,6.7
R00163,R01599,15,23,0,1,1,4.3
R00163,R01633,15,2,0,1,1,6.7
R00163,R01640,15,5,0,1,1,6.7
R00163,R01845,15,7,0,1,1,6.7
R00164,R00166,10,15,2,0,2,13.3
R00164,R00184,10,21,1,0,1,4.8
R00164,R00354,10,63,1,0,1,1.6
R00164,R00383,10,15,1,0,1,6.7
R00164,R00393,10,7,1,0,1,10.0
R00164,R00426,10,16,1,7,10,62.5
R00164,R00472,10,9,1,0,1,10.0
R00164,R00706,10,9,1,0,1,10.0
